"citizenship","CountryOfExploitation","gender","ageBroad","isForcedLabour","isSexualExploit","isOtherExploit","isSexAndLabour","typeOfLabourAgriculture","typeOfLabourAquafarming","typeOfLabourBegging","typeOfLabourConstruction","typeOfLabourDomesticWork","typeOfLabourHospitality","typeOfLabourManufacturing","typeOfLabourPeddling","typeOfLabourOther","typeOfLabourNotSpecified","typeOfSexProstitution","recruiterRelationIntimatePartner","recruiterRelationFriend","recruiterRelationFamily","recruiterRelationOther","recruiterRelationUnknown","exploitationDTM","citizenshipDTM"
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,5
"RO","BA","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","BA","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","MK","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","IT","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RS","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","RO","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"RO","MK","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"RO","RO","Female","18--20",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,5
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"SN","SN","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"UA","RU","Male","24--26",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5
"UA","RU","Female","48+",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5
"UA","TR","Female","30--38",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5
"UA","AE","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"UA","TR","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5
"UA","RU","Female","48+",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5
"UA","RU","Male","30--38",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5
"UA","AE","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"UA","BA","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"UA","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
"UA","TR","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5
"UA","PL","Female","30--38",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
"UA","TR","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,5
"UA","RU","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5
"UA","AE","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
